clusterNumber,5
id,Distance,AirTime,centroidID
251,1262.0,185.0,3
252,1262.0,189.0,3
253,342.0,62.0,0
254,342.0,61.0,0
255,342.0,58.0,0
256,462.0,80.0,1
257,462.0,79.0,1
258,251.0,39.0,0
259,251.0,40.0,0
260,251.0,43.0,0
261,251.0,50.0,0
262,251.0,42.0,0
263,251.0,39.0,0
264,251.0,43.0,0
265,251.0,83.0,0
266,251.0,41.0,0
267,251.0,41.0,0
268,880.0,110.0,2
269,880.0,117.0,2
270,880.0,119.0,2
271,880.0,109.0,2
272,237.0,49.0,0
273,237.0,45.0,0
274,237.0,85.0,0
275,237.0,47.0,0
276,237.0,49.0,0
277,237.0,48.0,0
278,296.0,53.0,0
279,296.0,53.0,0
280,1593.0,240.0,4
281,1372.0,213.0,3
282,1372.0,214.0,3
283,687.0,111.0,2
284,687.0,132.0,2
285,687.0,117.0,2
286,687.0,116.0,2
287,687.0,123.0,2
288,1056.0,137.0,3
289,440.0,65.0,1
290,440.0,66.0,1
291,440.0,59.0,1
292,546.0,90.0,1
293,546.0,90.0,1
294,546.0,89.0,1
295,546.0,92.0,1
296,546.0,91.0,1
297,546.0,82.0,1
298,410.0,57.0,1
299,487.0,71.0,1
300,487.0,69.0,1
301,737.0,97.0,2
302,737.0,99.0,2
303,737.0,91.0,2
304,737.0,98.0,2
305,410.0,66.0,1
306,934.0,143.0,3
307,404.0,73.0,1
308,404.0,71.0,1
309,404.0,72.0,1
310,404.0,68.0,1
311,404.0,70.0,1
312,404.0,71.0,1
313,404.0,75.0,1
314,342.0,65.0,0
315,342.0,62.0,0
316,342.0,62.0,0
317,342.0,64.0,0
318,342.0,64.0,0
319,342.0,62.0,0
320,342.0,64.0,0
321,338.0,48.0,0
322,338.0,51.0,0
323,338.0,50.0,0
324,338.0,48.0,0
325,338.0,46.0,0
326,338.0,48.0,0
327,338.0,49.0,0
328,338.0,50.0,0
329,338.0,49.0,0
330,371.0,68.0,1
331,371.0,68.0,1
332,371.0,66.0,1
333,371.0,71.0,1
334,371.0,69.0,1
335,371.0,69.0,1
336,371.0,66.0,1
337,371.0,70.0,1
338,371.0,68.0,1
339,1731.0,197.0,4
340,226.0,43.0,0
341,226.0,49.0,0
342,226.0,44.0,0
343,226.0,45.0,0
344,226.0,42.0,0
345,404.0,66.0,1
346,404.0,69.0,1
347,404.0,69.0,1
348,404.0,66.0,1
349,404.0,69.0,1
350,404.0,64.0,1
351,404.0,65.0,1
352,605.0,88.0,2
353,605.0,91.0,2
354,605.0,89.0,2
355,605.0,92.0,2
356,480.0,66.0,1
357,480.0,66.0,1
358,480.0,70.0,1
359,480.0,84.0,1
360,480.0,72.0,1
361,480.0,68.0,1
362,480.0,69.0,1
363,480.0,76.0,1
364,480.0,65.0,1
365,480.0,69.0,1
366,480.0,64.0,1
367,480.0,67.0,1
368,480.0,64.0,1
369,480.0,78.0,1
370,647.0,82.0,2
371,647.0,82.0,2
372,647.0,92.0,2
373,647.0,88.0,2
374,647.0,83.0,2
375,647.0,81.0,2
376,647.0,86.0,2
377,479.0,73.0,1
378,479.0,73.0,1
379,479.0,73.0,1
380,479.0,74.0,1
381,479.0,75.0,1
382,479.0,72.0,1
383,389.0,56.0,1
384,389.0,55.0,1
385,389.0,54.0,1
386,389.0,56.0,1
387,389.0,54.0,1
388,389.0,56.0,1
389,389.0,53.0,1
390,389.0,58.0,1
391,389.0,54.0,1
392,389.0,53.0,1
393,389.0,60.0,1
394,1790.0,192.0,4
395,1790.0,194.0,4
396,1442.0,150.0,3
397,373.0,60.0,1
398,373.0,57.0,1
399,373.0,65.0,1
400,373.0,67.0,1
401,373.0,67.0,1
402,373.0,62.0,1
403,373.0,61.0,1
404,373.0,60.0,1
405,373.0,61.0,1
406,373.0,56.0,1
407,397.0,53.0,1
408,397.0,57.0,1
409,397.0,61.0,1
410,397.0,56.0,1
411,397.0,56.0,1
412,397.0,57.0,1
413,397.0,53.0,1
414,358.0,52.0,1
415,358.0,53.0,1
416,358.0,59.0,1
417,358.0,54.0,1
418,358.0,53.0,1
419,358.0,54.0,1
420,358.0,54.0,1
421,358.0,53.0,1
422,358.0,51.0,1
423,358.0,51.0,1
424,1156.0,133.0,3
425,1156.0,135.0,3
426,689.0,115.0,2
427,689.0,107.0,2
428,689.0,104.0,2
429,422.0,73.0,1
430,507.0,72.0,1
431,507.0,70.0,1
432,507.0,79.0,1
433,507.0,73.0,1
434,507.0,78.0,1
435,507.0,77.0,1
436,507.0,77.0,1
437,630.0,101.0,2
438,630.0,91.0,2
439,588.0,110.0,2
440,588.0,102.0,2
441,588.0,109.0,2
442,588.0,114.0,2
443,1258.0,139.0,3
444,1258.0,143.0,3
445,590.0,105.0,2
446,590.0,95.0,2
447,590.0,90.0,2
448,590.0,106.0,2
449,368.0,65.0,1
450,368.0,69.0,1
451,368.0,64.0,1
452,368.0,65.0,1
453,368.0,67.0,1
454,368.0,69.0,1
455,368.0,60.0,1
456,368.0,61.0,1
457,546.0,80.0,1
458,391.0,53.0,1
459,391.0,49.0,1
460,391.0,53.0,1
461,391.0,48.0,1
462,1864.0,198.0,4
463,291.0,48.0,0
464,291.0,46.0,0
465,291.0,58.0,0
466,493.0,66.0,1
467,342.0,58.0,0
468,342.0,57.0,0
469,342.0,58.0,0
470,342.0,57.0,0
471,342.0,56.0,0
472,342.0,57.0,0
473,342.0,56.0,0
474,697.0,113.0,2
475,697.0,102.0,2
476,697.0,104.0,2
477,417.0,53.0,1
478,417.0,57.0,1
479,417.0,63.0,1
480,417.0,70.0,1
481,417.0,54.0,1
482,417.0,59.0,1
483,417.0,58.0,1
484,417.0,55.0,1
485,417.0,58.0,1
486,417.0,57.0,1
487,188.0,37.0,0
488,188.0,38.0,0
489,188.0,35.0,0
490,188.0,34.0,0
491,188.0,33.0,0
492,188.0,40.0,0
493,621.0,81.0,2
494,621.0,79.0,2
495,621.0,78.0,2
496,621.0,81.0,2
497,621.0,75.0,2
498,621.0,80.0,2
499,569.0,88.0,1
500,569.0,90.0,1
501,569.0,88.0,1
502,569.0,85.0,1
503,333.0,48.0,0
504,333.0,49.0,0
505,333.0,49.0,0
506,333.0,53.0,0
507,333.0,49.0,0
508,333.0,48.0,0
509,333.0,47.0,0
510,1838.0,197.0,4
511,308.0,47.0,0
512,308.0,55.0,0
513,308.0,56.0,0
514,308.0,52.0,0
515,308.0,51.0,0
516,308.0,47.0,0
517,308.0,50.0,0
518,308.0,50.0,0
519,308.0,56.0,0
520,308.0,51.0,0
521,308.0,48.0,0
522,308.0,49.0,0
523,308.0,56.0,0
524,308.0,47.0,0
525,386.0,57.0,1
526,386.0,55.0,1
527,386.0,53.0,1
528,386.0,74.0,1
529,386.0,55.0,1
530,386.0,70.0,1
531,386.0,62.0,1
532,296.0,43.0,0
533,296.0,42.0,0
534,296.0,44.0,0
535,296.0,41.0,0
536,296.0,41.0,0
537,296.0,43.0,0
538,296.0,43.0,0
539,296.0,44.0,0
540,605.0,81.0,2
541,605.0,81.0,2
542,605.0,84.0,2
543,605.0,77.0,2
544,689.0,100.0,2
545,689.0,96.0,2
546,689.0,89.0,2
547,697.0,110.0,2
548,697.0,93.0,2
549,697.0,102.0,2
550,564.0,91.0,1
551,564.0,78.0,1
552,564.0,82.0,1
553,1107.0,129.0,3
554,1107.0,139.0,3
555,1107.0,134.0,3
556,671.0,85.0,2
557,671.0,92.0,2
558,671.0,101.0,2
559,671.0,93.0,2
560,671.0,105.0,2
561,671.0,109.0,2
562,671.0,89.0,2
563,671.0,94.0,2
564,1733.0,200.0,4
565,1733.0,208.0,4
566,1733.0,198.0,4
567,1489.0,173.0,4
568,866.0,117.0,2
569,866.0,116.0,2
570,866.0,110.0,2
571,224.0,42.0,0
572,224.0,38.0,0
573,224.0,37.0,0
574,224.0,40.0,0
575,399.0,60.0,1
576,399.0,51.0,1
577,399.0,54.0,1
578,1977.0,220.0,4
579,1180.0,129.0,3
580,727.0,104.0,2
581,254.0,53.0,0
582,254.0,54.0,0
583,254.0,53.0,0
584,1506.0,221.0,4
585,271.0,51.0,0
586,271.0,67.0,0
587,271.0,48.0,0
588,271.0,52.0,0
589,271.0,44.0,0
590,718.0,101.0,2
591,1624.0,242.0,4
592,495.0,70.0,1
593,495.0,68.0,1
594,495.0,67.0,1
595,495.0,67.0,1
596,495.0,67.0,1
597,323.0,52.0,0
598,323.0,56.0,0
599,972.0,115.0,3
600,843.0,126.0,2
601,843.0,122.0,2
602,843.0,123.0,2
603,843.0,124.0,2
604,1036.0,117.0,3
605,1036.0,122.0,3
606,1040.0,126.0,3
607,1040.0,130.0,3
608,1210.0,187.0,3
609,1069.0,168.0,3
610,1069.0,171.0,3
611,1069.0,163.0,3
612,1069.0,161.0,3
613,233.0,36.0,0
614,233.0,46.0,0
615,192.0,34.0,0
616,192.0,30.0,0
617,192.0,37.0,0
618,192.0,35.0,0
619,192.0,38.0,0
620,192.0,36.0,0
621,192.0,36.0,0
622,192.0,32.0,0
623,192.0,37.0,0
624,192.0,39.0,0
625,496.0,85.0,1
626,496.0,75.0,1
627,496.0,70.0,1
628,496.0,73.0,1
629,248.0,39.0,0
630,248.0,44.0,0
631,248.0,37.0,0
632,248.0,39.0,0
633,248.0,55.0,0
634,248.0,44.0,0
635,248.0,45.0,0
636,248.0,45.0,0
637,248.0,40.0,0
638,248.0,41.0,0
639,248.0,38.0,0
640,248.0,39.0,0
641,248.0,39.0,0
642,1407.0,161.0,3
643,1407.0,163.0,3
644,822.0,102.0,2
645,822.0,106.0,2
646,367.0,49.0,1
647,367.0,48.0,1
648,367.0,49.0,1
649,480.0,76.0,1
650,480.0,75.0,1
651,480.0,73.0,1
652,480.0,75.0,1
653,480.0,76.0,1
654,480.0,75.0,1
655,480.0,78.0,1
656,480.0,77.0,1
657,480.0,75.0,1
658,480.0,78.0,1
659,480.0,76.0,1
660,480.0,76.0,1
661,480.0,77.0,1
662,417.0,66.0,1
663,417.0,70.0,1
664,417.0,71.0,1
665,417.0,70.0,1
666,417.0,66.0,1
667,417.0,70.0,1
668,417.0,67.0,1
669,417.0,67.0,1
670,417.0,69.0,1
671,417.0,71.0,1
672,1129.0,129.0,3
673,304.0,45.0,0
674,304.0,46.0,0
675,304.0,47.0,0
676,304.0,47.0,0
677,304.0,45.0,0
678,304.0,54.0,0
679,304.0,46.0,0
680,304.0,47.0,0
681,304.0,46.0,0
682,304.0,48.0,0
683,304.0,44.0,0
684,304.0,43.0,0
685,304.0,40.0,0
686,446.0,73.0,1
687,446.0,72.0,1
688,446.0,74.0,1
689,446.0,72.0,1
690,446.0,73.0,1
691,446.0,73.0,1
692,446.0,76.0,1
693,446.0,73.0,1
694,446.0,74.0,1
695,446.0,72.0,1
696,446.0,71.0,1
697,446.0,74.0,1
698,446.0,75.0,1
699,446.0,72.0,1
700,446.0,76.0,1
701,446.0,75.0,1
702,446.0,72.0,1
703,446.0,72.0,1
704,446.0,72.0,1
705,1728.0,195.0,4
706,1728.0,189.0,4
707,1728.0,204.0,4
708,1728.0,189.0,4
709,1333.0,149.0,3
710,1333.0,157.0,3
711,258.0,50.0,0
712,258.0,48.0,0
713,258.0,44.0,0
714,258.0,52.0,0
715,258.0,45.0,0
716,258.0,53.0,0
717,258.0,53.0,0
718,258.0,52.0,0
719,258.0,51.0,0
720,258.0,55.0,0
721,258.0,51.0,0
722,258.0,52.0,0
723,258.0,47.0,0
724,258.0,48.0,0
725,636.0,76.0,2
726,2295.0,253.0,4
727,2295.0,257.0,4
728,1751.0,200.0,4
729,1751.0,203.0,4
730,1164.0,127.0,3
731,1164.0,138.0,3
732,628.0,74.0,2
733,628.0,73.0,2
734,628.0,78.0,2
735,992.0,149.0,3
736,1105.0,143.0,3
737,1105.0,141.0,3
738,1105.0,145.0,3
739,133.0,29.0,0
740,133.0,29.0,0
741,133.0,33.0,0
742,1101.0,141.0,3
743,919.0,119.0,2
744,919.0,116.0,2
745,422.0,53.0,1
746,188.0,50.0,0
747,188.0,44.0,0
748,188.0,46.0,0
749,188.0,51.0,0
750,188.0,50.0,0
751,564.0,87.0,1
752,564.0,94.0,1
753,564.0,88.0,1
754,601.0,72.0,2
755,601.0,79.0,2
756,601.0,77.0,2
757,444.0,72.0,1
758,444.0,76.0,1
759,444.0,73.0,1
760,444.0,70.0,1
761,180.0,44.0,0
762,180.0,41.0,0
763,180.0,42.0,0
764,180.0,50.0,0
765,180.0,41.0,0
766,1680.0,184.0,4
767,390.0,66.0,1
768,390.0,68.0,1
769,390.0,70.0,1
770,345.0,52.0,0
771,345.0,52.0,0
772,345.0,55.0,0
773,345.0,54.0,0
774,345.0,52.0,0
775,345.0,60.0,0
776,345.0,56.0,0
777,345.0,51.0,0
778,345.0,53.0,0
779,345.0,67.0,0
780,345.0,55.0,0
781,345.0,48.0,0
782,335.0,46.0,0
783,335.0,47.0,0
784,335.0,51.0,0
785,587.0,87.0,1
786,587.0,84.0,1
787,587.0,88.0,2
788,1891.0,268.0,4
789,1891.0,266.0,4
790,336.0,51.0,0
791,336.0,51.0,0
792,336.0,57.0,0
793,336.0,53.0,0
794,336.0,65.0,0
795,632.0,104.0,2
796,632.0,132.0,2
797,632.0,108.0,2
798,632.0,107.0,2
799,534.0,76.0,1
800,534.0,71.0,1
801,534.0,76.0,1
802,534.0,78.0,1
803,2027.0,297.0,4
804,255.0,41.0,0
805,255.0,43.0,0
806,255.0,42.0,0
807,255.0,41.0,0
808,255.0,45.0,0
809,255.0,42.0,0
810,443.0,71.0,1
811,443.0,77.0,1
812,443.0,78.0,1
813,443.0,73.0,1
814,443.0,73.0,1
815,1137.0,168.0,3
816,1137.0,165.0,3
817,1137.0,164.0,3
818,2277.0,334.0,4
819,2277.0,338.0,4
820,238.0,52.0,0
821,238.0,61.0,0
822,238.0,53.0,0
823,238.0,59.0,0
824,238.0,54.0,0
825,238.0,73.0,0
826,842.0,143.0,2
827,842.0,142.0,2
828,842.0,158.0,2
829,842.0,134.0,2
830,1073.0,144.0,3
831,1073.0,149.0,3
832,1073.0,146.0,3
833,1073.0,152.0,3
834,1073.0,148.0,3
835,2363.0,357.0,4
836,328.0,59.0,0
837,328.0,61.0,0
838,328.0,60.0,0
839,328.0,58.0,0
840,328.0,56.0,0
841,328.0,61.0,0
842,328.0,57.0,0
843,328.0,59.0,0
844,328.0,60.0,0
845,328.0,55.0,0
846,328.0,60.0,0
847,328.0,57.0,0
848,907.0,137.0,2
849,873.0,116.0,2
850,1813.0,262.0,4
851,267.0,49.0,0
852,267.0,42.0,0
853,267.0,46.0,0
854,267.0,61.0,0
855,267.0,57.0,0
856,267.0,51.0,0
857,267.0,50.0,0
858,402.0,69.0,1
859,402.0,66.0,1
860,402.0,73.0,1
861,402.0,64.0,1
862,402.0,66.0,1
863,402.0,65.0,1
864,834.0,109.0,2
865,834.0,112.0,2
866,834.0,111.0,2
867,1910.0,286.0,4
868,1910.0,297.0,4
869,935.0,112.0,3
870,935.0,112.0,3
871,935.0,114.0,3
872,1788.0,207.0,4
873,1262.0,158.0,3
874,1262.0,138.0,3
875,1262.0,137.0,3
876,1262.0,146.0,3
877,1262.0,149.0,3
878,1262.0,154.0,3
879,338.0,57.0,0
880,338.0,64.0,0
881,338.0,65.0,0
882,338.0,59.0,0
883,338.0,60.0,0
884,338.0,61.0,0
885,338.0,62.0,0
886,338.0,60.0,0
887,338.0,59.0,0
888,647.0,114.0,2
889,647.0,107.0,2
890,647.0,112.0,2
891,647.0,112.0,2
892,647.0,111.0,2
893,647.0,135.0,2
894,647.0,112.0,2
895,507.0,74.0,1
896,507.0,73.0,1
897,507.0,76.0,1
898,507.0,76.0,1
899,507.0,75.0,1
900,507.0,75.0,1
901,507.0,81.0,1
902,621.0,108.0,2
903,621.0,103.0,2
904,621.0,109.0,2
905,621.0,107.0,2
906,621.0,110.0,2
907,621.0,109.0,2
908,1107.0,167.0,3
909,1107.0,174.0,3
910,1107.0,163.0,3
911,1506.0,173.0,4
912,843.0,97.0,2
913,843.0,97.0,2
914,843.0,104.0,2
915,843.0,94.0,2
916,304.0,55.0,0
917,304.0,53.0,0
918,304.0,59.0,0
919,304.0,53.0,0
920,304.0,51.0,0
921,304.0,55.0,0
922,304.0,54.0,0
923,304.0,54.0,0
924,304.0,56.0,0
925,304.0,54.0,0
926,304.0,52.0,0
927,304.0,53.0,0
928,601.0,94.0,2
929,601.0,101.0,2
930,601.0,100.0,2
931,1891.0,219.0,4
932,1891.0,215.0,4
933,2277.0,250.0,4
934,2277.0,238.0,4
935,1813.0,194.0,4
936,2075.0,231.0,4
937,2075.0,229.0,4
938,1009.0,155.0,3
939,1009.0,153.0,3
940,1009.0,158.0,3
941,325.0,73.0,0
942,325.0,64.0,0
943,325.0,55.0,0
944,325.0,55.0,0
945,325.0,62.0,0
946,325.0,52.0,0
947,325.0,52.0,0
948,325.0,55.0,0
949,325.0,57.0,0
950,325.0,58.0,0
951,325.0,55.0,0
952,325.0,54.0,0
953,1037.0,113.0,3
954,1037.0,124.0,3
955,1037.0,120.0,3
956,833.0,103.0,2
957,833.0,100.0,2
958,833.0,99.0,2
959,646.0,110.0,2
960,646.0,106.0,2
961,646.0,105.0,2
962,646.0,106.0,2
963,646.0,111.0,2
964,646.0,95.0,2
965,646.0,110.0,2
966,1301.0,151.0,3
967,1444.0,166.0,3
968,1444.0,157.0,3
969,1444.0,164.0,3
970,1444.0,166.0,3
971,1444.0,210.0,3
972,1444.0,158.0,3
973,1444.0,173.0,3
974,1444.0,160.0,3
975,1848.0,219.0,4
976,1044.0,119.0,3
977,1044.0,129.0,3
978,1044.0,115.0,3
979,1044.0,127.0,3
980,1136.0,130.0,3
981,370.0,68.0,1
982,370.0,78.0,1
983,370.0,69.0,1
984,370.0,62.0,1
985,370.0,66.0,1
986,370.0,62.0,1
987,370.0,68.0,1
988,370.0,66.0,1
989,370.0,66.0,1
990,370.0,69.0,1
991,370.0,63.0,1
992,370.0,66.0,1
993,370.0,69.0,1
994,256.0,48.0,0
995,256.0,47.0,0
996,256.0,48.0,0
997,256.0,49.0,0
998,256.0,57.0,0
999,256.0,47.0,0
1000,256.0,47.0,0
1001,256.0,48.0,0
1002,256.0,49.0,0
1003,256.0,50.0,0
1004,256.0,50.0,0
1005,256.0,46.0,0
1006,256.0,48.0,0
1007,256.0,53.0,0
1008,256.0,48.0,0
1009,256.0,51.0,0
1010,256.0,48.0,0
1011,1489.0,171.0,4
1012,1489.0,162.0,4
1013,1020.0,128.0,3
1014,1020.0,128.0,3
1015,1020.0,117.0,3
1016,1020.0,115.0,3
1017,1020.0,132.0,3
1018,347.0,46.0,0
1019,347.0,47.0,0
1020,347.0,44.0,0
1021,347.0,43.0,0
1022,347.0,46.0,0
1023,347.0,53.0,0
1024,347.0,47.0,0
1025,1671.0,191.0,4
1026,1671.0,177.0,4
1027,602.0,87.0,2
1028,602.0,71.0,2
1029,602.0,75.0,2
1030,602.0,83.0,2
1031,602.0,70.0,2
1032,602.0,83.0,2
1033,1671.0,178.0,4
1034,1737.0,189.0,4
1035,1999.0,208.0,4
1036,1999.0,223.0,4
1037,1999.0,222.0,4
1038,1999.0,229.0,4
1039,1999.0,227.0,4
1040,369.0,75.0,1
1041,369.0,82.0,1
1042,369.0,73.0,1
1043,369.0,77.0,1
1044,369.0,77.0,1
1045,369.0,76.0,1
1046,369.0,80.0,1
1047,369.0,75.0,1
1048,369.0,76.0,1
1049,369.0,79.0,1
1050,1912.0,208.0,4
1051,1448.0,175.0,3
1052,1448.0,185.0,3
1053,1448.0,166.0,3
1054,1448.0,169.0,3
1055,1455.0,167.0,3
1056,872.0,107.0,2
1057,872.0,96.0,2
1058,872.0,108.0,2
1059,872.0,102.0,2
1060,328.0,44.0,0
1061,328.0,42.0,0
1062,328.0,44.0,0
1063,328.0,43.0,0
1064,328.0,41.0,0
1065,328.0,43.0,0
1066,328.0,42.0,0
1067,328.0,42.0,0
1068,328.0,44.0,0
1069,328.0,39.0,0
1070,328.0,45.0,0
1071,920.0,131.0,2
1072,920.0,129.0,2
1073,920.0,130.0,2
1074,992.0,146.0,3
1075,336.0,55.0,0
1076,336.0,55.0,0
1077,336.0,58.0,0
1078,336.0,56.0,0
1079,336.0,57.0,0
1080,238.0,41.0,0
1081,238.0,42.0,0
1082,238.0,43.0,0
1083,238.0,41.0,0
1084,238.0,46.0,0
1085,238.0,42.0,0
1086,267.0,46.0,0
1087,267.0,46.0,0
1088,267.0,45.0,0
1089,267.0,44.0,0
1090,267.0,46.0,0
1091,267.0,45.0,0
1092,267.0,48.0,0
1093,2075.0,302.0,4
1094,2075.0,302.0,4
1095,951.0,131.0,3
1096,2510.0,374.0,4
1097,290.0,48.0,0
1098,290.0,49.0,0
1099,290.0,52.0,0
1100,290.0,49.0,0
1101,290.0,49.0,0
1102,668.0,112.0,2
1103,668.0,108.0,2
1104,668.0,118.0,2
1105,668.0,105.0,2
1106,668.0,110.0,2
1107,668.0,110.0,2
1108,668.0,119.0,2
1109,668.0,108.0,2
1110,861.0,121.0,2
1111,861.0,118.0,2
1112,861.0,125.0,2
1113,861.0,122.0,2
1114,861.0,120.0,2
1115,861.0,120.0,2
1116,861.0,121.0,2
1117,2401.0,353.0,4
1118,2401.0,373.0,4
1119,2176.0,331.0,4
1120,2176.0,352.0,4
1121,742.0,106.0,2
1122,742.0,106.0,2
1123,1335.0,216.0,3
1124,1335.0,193.0,3
1125,992.0,148.0,3
1126,992.0,134.0,3
1127,992.0,134.0,3
1128,405.0,66.0,1
1129,405.0,64.0,1
1130,405.0,65.0,1
1131,675.0,103.0,2
1132,675.0,102.0,2
